sector,ebitdaMargins,profitMargins,grossMargins,revenueGrowth,operatingMargins,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,debtToEquity,returnOnEquity,totalCashPerShare,revenuePerShare,quickRatio,enterpriseToRevenue,enterpriseToEbitda,forwardEps,heldPercentInstitutions,priceToBook,shortRatio,beta,earningsQuarterlyGrowth,priceToSalesTrailing12Months,pegRatio,forwardPE,trailingPE,dividendYield,trailingPegRatio,R&D/Revenue,SGA/Revenue,Ticker
Energy,0.16555999,0.08259,0.32276002,0.794,0.09599,,1.044,0.049840003,28,30.184,0.13889,1.607,65.259,0.692,1.341,8.103,5.88,0.54615,2.0520933,1.54,1.166583,,1.1887954,13.11,13.238094,,0.0464,,,0.035303479448421216,XOM
Technology,0.21497,0.12722999,0.81302,0.109,0.17063,0.434,1.158,0.057389997,15,30.306,0.14425,14.872,42.885,1.054,5.567,25.898,13.18,0.99060994,5.199671,5.0,1.052467,0.426,4.7588077,1.57,15.352048,37.891384,,,0.1919220746895617,0.45046623359463106,FFIV
Financial Services,0.33433998,0.24941,0.50523,0.094,0.29219,0.065,3.48,0.13656999,13,77.981,0.39584,18.755,43.098,3.178,11.06,33.081,13.55,0.89449,13.980339,2.39,0.753766,0.064,9.44324,5.46,30.016975,38.62583,0.0069,,0,0,FDS
Industrials,0.23104,0.15246001,0.45966998,0.1,0.20207001,0.105,4.182,0.17697,9,20.855,0.30422002,0.436,10.16,1.811,6.205,26.856,1.73,0.79291,9.947623,4.27,1.218181,0.099,5.0529995,6.3,29.641617,33.298702,0.018,,,0.2527579551289997,FAST
Real Estate,0.60783,0.26367,0.67136,0.203,0.32092997,,1.29,0.02392,17,156.281,0.09538999,2.283,11.896,0.751,16.607,27.321,2.29,0.9871,4.0675273,8.14,1.125194,,10.23063,8.93,52.554585,39.903847,0.031400003,,,0.058146167902619186,FRT
Industrials,0.1309,0.05489,0.27459,0.142,0.08738,-0.147,1.494,0.05913,29,147.67,0.21384001,12.894,337.932,1.371,1.903,14.535,23.02,0.72380996,2.3449917,1.39,1.286753,-0.148,0.6530726,0.73,9.588184,12.140146,0.0113,,,0.0050977262711561595,FDX
Financial Services,0.0,0.32849,0.0,0.079,0.42494,0.244,,0.01323,19,,0.11923,11.494,11.64,,5.096,,3.35,0.83787,1.625431,2.07,1.454545,0.212,3.9769433,-4.18,14.355225,13.291874,0.025799999,,,0.5347985347985348,FITB
Financial Services,0.0,0.29357,0.0,0.304,0.38592,0.186,,0.00898,21,,0.10504,68.683,26.635,,8.093,,8.24,0.96911,2.5793245,2.08,1.112727,0.261,6.568153,1.68,20.796118,23.593557,0.0043,,,0.5647834637606146,FRC
Utilities,0.32541,0.11724,0.67788005,0.05,0.20368999,0.75,0.733,0.030989999,14,278.548,0.15573,2.563,20.079,0.621,4.152,12.758,2.5,0.84956,3.0106275,3.91,0.345101,0.764,2.1550744,-2.36,16.544,20.55666,0.039100002,,,-0.028419994517042857,FE
Technology,0.35596,0.01701,0.36831,0.097,0.14348,7.592,0.793,0.01471,30,41.824,0.00489,2.283,21.843,0.411,6.531,18.348,7.39,0.91567004,1.2532969,1.19,0.745974,6.9,4.3658276,1.16,13.117727,269.27777,0.0136,,,0.21175908221797324,FIS
Technology,0.35434,0.08234,0.51497,0.1,0.15664,0.641,1.049,0.02088,32,64.415,0.0417,1.413,23.722,0.212,5.886,16.612,6.47,0.91473,2.0481274,2.59,0.825974,0.621,4.09694,1.04,15.15456,50.803112,,,,0.37220576353353085,FISV
Technology,0.53818,0.31121,0.80754,0.291,0.45171002,0.279,0.975,0.06093,15,180.8,0.26971,15.653,31.919,0.784,8.99,16.704,15.29,0.95168996,6.083832,1.39,1.430309,0.239,7.292446,1.05,15.558535,24.56019,,,,0.2375238346404449,FLT
Basic Materials,0.25871,0.12394,0.43028998,0.101,0.22307,0.442,1.379,0.06609,17,116.519,0.20516,2.724,37.046,0.831,3.624,14.01,7.69,0.91384006,4.932681,2.63,0.864415,0.417,3.1257193,2.22,15.340702,25.819656,0.0191,,0.062019344693134575,0.14570991577087955,FMC
Consumer Cyclical,0.11902001,0.13156,0.121070005,0.048,0.07767,,1.201,0.025239998,22,286.876,0.45095003,9.105,34.162,1.031,1.285,10.8,1.99,0.54769003,1.9471444,0.52,1.079562,,0.52260846,0.16,8.959799,25.007013,0.0222,,,0.04340587204142554,F
Technology,0.21624,0.17735,0.76917,0.332,0.192,0.293,1.803,0.07852,28,94.32,0.59995997,19.089,19.173,1.696,16.196,74.896,4.61,0.70484,47.489407,1.71,1.153246,0.322,16.99373,4.9,70.49241,97.8236,,,0.13159111933395004,0.4592198581560284,FTNT
Technology,0.24678,0.31855,0.57308,0.12,0.17327,-0.313,0.845,0.03503,17,32.072,0.19945,2.338,15.142,0.582,5.505,22.307,3.08,0.9571,2.5203972,3.1,1.202597,-0.332,4.5131497,0.69,21.262987,14.286649,0.0038,,0.0691998964267219,0.3586656309338857,FTV
Consumer Cyclical,0.17393999,0.10345,0.36416,0.202,0.14837,0.239,1.783,0.094790004,14,91.534,0.26770002,3.394,53.101,0.904,2.025,11.642,6.31,0.90346,3.9095273,1.81,1.634059,0.228,1.6240604,0.9,13.942948,16.238464,0.0121,,,0.2099896556819861,FBHS
Communication Services,0.22549999,0.13182999,0.36238998,0.121,0.20035,-0.339,3.093,0.07261,24,72.204,0.15686,9.5,22.666,2.65,1.888,8.372,3.56,0.99944,2.0849555,5.16,1.128761,-0.366,1.7385308,2.07,11.733147,14.121028,0.0128,,,0.13997985901309165,FOXA
Communication Services,0.22549999,0.13182999,0.36238998,0.121,0.20035,-0.339,3.093,0.07261,1,72.204,0.15686,9.5,22.666,2.65,1.766,7.83,2.35,0.55396,1.9082559,2.11,1.128761,-0.366,1.7198273,2.72,16.268085,12.9242735,0.0137,,,0.13997985901309165,FOX
Financial Services,0.29167,0.22406,0.42512,0.115,0.2557,0.313,3.681,0.05984,10,29.477,0.17803,8.322,17.677,1.677,2.02,6.926,3.8,0.45966,1.3507109,5.08,1.198408,0.312,1.7516208,1.01,7.95,8.462185,0.0361,,,0.14654323185567622,BEN
Basic Materials,0.44994,0.18455,0.46005002,0.58,0.35237998,3.273,2.497,0.105979994,21,42.896,0.24268,5.302,14.477,1.685,3.593,7.987,3.55,0.78145,5.0945473,2.05,2.069944,3.252,3.2134917,0.48,13.053521,17.546383,0.0068,,,0.026412170728271588,FCX
Financial Services,0.24449,0.12168,0.3659,0.165,0.17953,0.178,1.298,0.03556,12,68.386,0.13818,13.195,38.812,0.956,4.897,20.028,5.97,0.84936,3.921424,1.61,0.68987,0.275,4.2761807,2.53,26.683418,34.4656,0.0115,,,0.12950839010292253,AJG
Technology,0.28834,0.22855,0.58862,0.075,0.25791,-0.178,2.918,0.11283,,1.222,0.20615,10.317,25.755,1.917,4.81,16.683,6.14,0.54372,3.6735432,1.98,0.976623,-0.174,4.3514185,1.58,18.213356,19.090134,0.0201,,0.16855910550228073,0.1723153997314749,GRMN
Technology,0.24239,0.15501,0.69254994,0.163,0.20094,8.273,0.726,0.08243,6,1004.595,1.02595,9.309,52.343,0.606,6.429,26.524,7.13,0.93924004,71.04885,2.53,1.545974,7.775,5.1900215,1.74,40.18794,35.70592,,,,0.4975509848629178,IT
Industrials,0.09193,-0.00052,0.18652001,-0.005,0.022550002,,1.796,0.00451,18,169.123,0.048779998,18.937,71.711,0.855,1.98,21.542,3.97,0.72137,2.8242776,1.32,1.042597,,1.3460324,6.96,24.274559,,0.0032,,0.03221592835880883,0.13969027493437497,GE
Industrials,0.23443002,0.15522,0.38005,0.344,0.21072,0.06,1.89,0.12775,18,56.282,0.34328,6.716,54.868,0.918,6.295,26.854,11.68,0.89663005,11.205664,2.23,1.017142,0.144,5.820646,4.33,27.10274,38.45014,,,0.032291566071141156,0.14727868984387574,GNRC
Industrials,0.13715,0.08555,0.16855,0.015,0.114259996,0.059,1.485,0.054330003,17,97.405,0.2173,11.262,136.876,0.994,1.844,13.444,12.45,0.86539,4.0421267,2.06,1.078441,0.031,1.6466776,2.15,18.311647,19.565739,0.0224,,,0.0557152274225445,GD
Consumer Defensive,0.21361,0.12020001,0.34219003,0.065,0.18174,-0.126,0.846,0.06524,18,122.245,0.22723,1.693,30.424,0.357,2.872,13.446,3.92,0.76868,4.3058896,4.66,0.506493,-0.132,2.2040598,3.89,17.344387,18.740353,0.03,,,0.16255861422187898,GIS
Consumer Cyclical,0.08036,0.04443,0.34875,0.103,0.06463,0.011,1.19,0.05391,8,100.555,0.26139998,6.453,127.261,0.429,1.217,15.146,7.26,0.78503,5.526905,2.22,1.078441,0.005,0.9598515,4.56,17.005508,22.011053,0.0232,,,0.2634426394955009,GPC
Healthcare,0.54316,0.26905,0.83022004,0.128,0.47249,6.147,1.366,0.12683,26,128.946,0.37846002,5.269,21.876,1.091,4.063,7.48,6.8,0.82421,3.5725975,2.89,0.350129,6.2,2.7897427,6.77,8.9882345,10.4585905,0.039300002,,0.19737534934586254,0.19879298473004173,GILD
Financial Services,0.20872,0.15289,0.26666,0.069,0.20521,0.045,0.361,0.02249,7,22.534,0.091630004,1.878,48.941,0.259,2.296,11.002,8.24,0.76751,1.216764,1.74,1.10961,0,2.0730476,1.36,12.567962,14.023019,0.0081,,,0.002068417772267625,GL
Industrials,0.39998,0.11376,0.55335,0.148,0.19740999,0.368,1.151,0.02257,32,43.173,0.03518,8.091,27.955,0.646,6.227,15.568,9.59,0.87327003,1.526488,1.16,1.104415,0.343,4.8331723,0.88,14.347236,43.4449,0.0069,,,0.3499639930071268,GPN
Consumer Cyclical,0.13302,0.078889996,0.14235,-0.105,0.09003,-0.401,1.103,0.029779999,22,168.039,0.17222,16.983,87.529,0.843,1.283,9.645,6.83,0.82625,1.3138505,0.99,1.195425,-0.388,0.5422012,0.64,6.944363,6.347698,,,,0.05232118673427608,GM
Financial Services,0.0,0.38197,0.89524,0.279,0.48047,0.662,1.721,0.017239999,26,533.961,0.21962999,2679.325,164.747,1.63,-3.889,,40.24,0.73371005,1.2719795,1.61,1.496198,0.597,2.0089846,0.39,8.700795,5.7746987,0.0226,,,0.3853166755101056,GS
Industrials,0.133,0.08009,0.36246,0.142,0.1188,0.749,2.625,0.15005,12,127.87,0.52386004,4.689,250.906,1.306,2.068,15.546,23.36,0.71897006,13.44284,3.43,1.2362,0.685,1.8860466,1.67,20.407104,27.248354,0.0136,,,0.24366456765473812,GWW
Energy,0.16520001,0.02792,0.05549,0.297,0.10193,,2.39,0.04335,28,180.941,0.07599,2.94,16.017,1.56,2.136,12.927,1.7,0.78469,5.118804,1.46,2.768831,,2.0426605,0.4,19.135292,72.77405,0.0070999996,,,0.01259951540325372,HAL
Financial Services,0.16188999,0.0994,0.34555,0.099,0.13142,0.079,2.06,0.02417,17,27.925,0.12186,11.294,61.763,1.132,1.17,7.23,7.02,0.94017,1.3793775,1.37,1.070649,0.05,1.1013482,1.07,10.076922,11.772342,0.0217,,,0.2166975700204938,HIG
Consumer Cyclical,0.19729,0.07369,0.52245,0.109,0.15331,0.137,1.522,0.05612,13,141.197,0.15453,7.875,44.489,1.153,2.881,14.602,5.36,0.84336996,4.4184027,8.7,1.023376,0.146,2.1763425,1.21,18.04291,29.502745,0.026199998,,0.047484165510462736,0.3032819114571317,HAS
Healthcare,0.21505,0.11328,0.3859,0.148,0.16699,2.59,1.377,0.12033,24,1866.301,4.74392,3.662,175.292,0.995,2.007,9.334,18.7,0.69434,,2.22,1.651428,2.397,1.358704,0.93,13.544919,12.967285,0.0074,,,0.017910853239671665,HCA
Real Estate,0.52868,0.26661,0.59455,0.119,0.17761,-0.802,0.509,0.0135,17,89.203,0.01901,0.294,3.518,0.169,12.718,24.055,0.37,0.97102,2.5569744,1.68,0.715564,-0.804,8.995032,13.05,85.51351,27.633188,0.0375,,,0.056061542550722925,PEAK
Healthcare,0.08309,0.051209997,0.29033002,0.119,0.06692,0.162,1.7,0.06306,11,23.782,0.14878,0.859,86.729,0.726,1.083,13.04,4.64,0.98162,3.5133178,4.86,0.790649,0.145,0.98960376,1.04,18.818966,19.877077,,,,0.22414422330907338,HSIC
Consumer Defensive,0.26354,0.16232,0.45356998,0.063,0.22853,0,1.438,0.13493,19,185.261,0.62283003,3.279,42.606,0.796,5.003,18.982,7.52,0.78035,16.64657,2.05,0.408311,-0.005,4.7665434,3.01,27.170214,29.663183,0.0185,,0.0046108338213869705,0.2280393962049489,HSY
Energy,0.51531,0.030769998,0.75164,0.526,0.24055,,1.416,0.05005,24,147.219,0.07718,7.859,20.881,1.278,5.518,10.709,4.68,0.86049,5.3517723,2.7,2.004561,,4.717991,-1.73,20.837606,154.06003,0.011,,,0.34118423948932425,HES
Technology,0.17469999,0.123339996,0.33745998,0.02,0.08123,15.096,0.913,0.02525,20,72.828,0.18979,2.407,21.225,0.622,1.165,6.67,2.18,0.85348,1.0387758,3.95,1.236695,15.261,0.7457857,0.47,7.3486238,6.209303,0.0298,,0.07122804491793838,0.17459689029657358,HPE
Consumer Cyclical,0.47907,0.01899,0.71081,0.93,0.37925997,,1.027,0.03001,19,,,4.621,7.395,0.877,25.274,52.758,4.3,0.99380994,,2.85,1.234805,,20.445494,0.25,35.03953,1076.2142,,,,0.201875,HLT
Healthcare,0.51348,0.33228,0.72347,-0.022,0.44124,-0.321,2.388,0.19275999,10,74.721,0.53992003,4.655,21.912,1.593,3.496,6.808,3.87,0.97788,4.3527145,2.3,1.113246,-0.336,3.2314267,4.98,18.705427,10.040222,,,0.04905633577756867,0.1725227704490173,HOLX
Consumer Cyclical,0.17396,0.10791001,0.33718,0.098,0.15505,0.233,1.132,0.20454,33,4373.43,12.4031105,4.852,138.978,0.32,3.191,18.343,16.19,0.71977997,320.17188,2.77,0.990129,0.203,2.2387326,1.95,19.558369,21.173521,0.016,,,0.16727726894254788,HD
Industrials,0.25206,0.15802,0.3234,0.087,0.21779,0.682,1.288,0.073860005,23,122.846,0.30444,17.629,49.784,0.967,4.455,17.673,8.98,0.75452006,7.275533,1.46,1.172467,0.658,3.7479146,2.27,20.997774,24.267696,0.0188,,,0.1168612311180562,HON
Consumer Defensive,0.1201,0.07982,0.1723,0.428,0.100039996,0.186,2.082,0.062989995,9,48.708,0.1356,1.17,21.042,1.087,2.488,20.718,2.12,0.42686,3.7697394,4.83,0.078567,0.202,2.309196,3.43,22.858492,29.192772,0.0221,,0.0029509434631727963,0.06930923068289135,HRL
Real Estate,0.09448,-0.18028,0.13738,3.383,-0.21223,,10.773,-0.02254,18,97.95,-0.06283,1.454,3.094,8.562,8.211,86.915,0.26,1.05876,2.187099,5.0,1.342857,,6.1105227,-1.26,72.11539,,,,,0.0559748427672956,HST
Industrials,0.22667,0.05189,0.28238,0.038,0.17237,-0.266,2.184,0.049450003,11,123.888,0.07283,1.719,11.563,0.91,3.637,16.045,1.4,0.93179,4.3417535,2.11,1.576827,-0.274,3.0718105,0.92,25.535715,54.08472,0.0023,,0.003419147224456959,0.05229283990345937,HWM
Technology,0.10389,0.10243,0.21133,0.093,0.091529995,4.54,0.762,0.09911,17,,,3.975,52.555,0.452,0.71,6.836,4.38,0.86167,,4.48,1.005469,3.639,0.5875172,0.54,7.865297,6.4634147,0.026700001,,0.030037645502228802,0.0873407154220549,HPQ
Healthcare,0.051069997,0.03252,0.17308001,0.087,0.047080003,0.178,1.718,0.057729997,24,76.778,0.1668,140.219,634.468,1.324,0.651,12.743,24.0,0.94865996,3.420156,2.0,0.923116,0.143,0.6765309,1.72,18.0275,21.096104,0.0061000003,,,0.13028319616356684,HUM
Industrials,0.1009,0.05712,0.14364,-0.029,0.07014,-0.512,1.15,0.04445,11,126.211,0.23105,15.679,236.328,1.063,1.112,11.024,14.59,0.88089997,3.6611772,2.53,0.980109,-0.518,0.8406753,19.23,13.698423,11.990642,0.024600001,,,0.07360352792944141,HII
Financial Services,0.0,0.21768999,0.0,0.512,0.28365,-0.027,,0.00873,16,,0.08028,4.575,4.719,,4.217,,1.39,0.81451,1.3085133,1.84,1.265539,0.275,3.853405,-7.13,11.201439,17.455156,0.0414,,,0.6634776770728432,HBAN
Industrials,0.27162,0.162,0.44694,0.225,0.23616,0.102,3.375,0.08663,13,47.854,0.16851,10.607,34.998,2.501,6.907,25.428,7.01,1.0250701,5.376065,3.08,1.057662,0.115,5.4920344,3.1,27.459343,34.202206,0.0092,,,0.21008859326616336,IEX
Healthcare,0.32514,0.24141,0.58768004,0.123,0.29278,0.201,1.48,0.25882998,6,127.497,1.26533,1.712,36.727,0.9,16.635,51.162,9.41,0.86583,58.755062,2.34,0.940259,0.198,14.129978,3.16,55.520725,59.927734,,,0.05218581607186731,0.27165154036994,IDXX
Industrials,0.37888,0.13526,0.63673997,0.1,0.2489,-0.023,1.298,0.04362,7,58.343,0.070700005,0.847,11.53,0.584,11.45,30.221,3.54,0.91185,4.8627715,8.46,1.003547,-0.01,9.439555,3.73,30.680792,70.07097,0.0067000003,,,0.27044171836372966,INFO
Industrials,0.2778,0.19135,0.41772997,0.075,0.24896,0.104,2.195,0.14562,18,216.175,0.8811,6.33,45.109,1.574,5.822,20.957,9.09,0.80367,19.634157,5.43,1.116066,0.098,4.810962,2.1,24.029701,25.40179,0.0198,,,0.1709877525051694,ITW
Healthcare,0.21448,0.21192,0.7021,0.395,0.16495001,0.719,2.682,0.03928,16,23.95,0.11862001,8.093,28.968,2.045,13.895,64.784,4.03,0.8787,4.8834314,1.62,0.894545,0.771,12.032543,12.09,81.7593,53.935173,,,0.18802099413399198,0.29299166409385613,ILMN
Healthcare,0.24486999,0.18351999,0.45874,0.31,0.22474001,,3.937,0.10902,16,1.86,0.19301,10.34,13.241,3.771,4.681,19.118,4.38,0.93845004,4.7997193,1.92,0.71948,,5.188384,1.37,15.621004,28.3665,,,,0.19419942685759414,INCY
Industrials,0.19770001,0.0715,0.36518002,0.191,0.110240005,3.3,2.469,0.02658,14,40.113,0.05585,4.988,14.105,1.813,4.465,22.582,2.31,0.98974,2.4219449,2.09,1.473163,3.271,3.559474,1.4,22.26407,52.107395,0.0013,,,0.1813368090912794,IR
Technology,0.42865002,0.25142,0.55445,0.028,0.27943,-0.209,2.102,0.08586001,40,40.508,0.22522,6.978,19.469,1.38,2.584,6.028,3.7,0.64962995,2.1538532,1.32,0.535554,-0.211,2.455413,3.18,12.894594,9.249709,0.0307,,0.19222008503745697,0.08279763109941284,INTC
Financial Services,0.60728,0.43815,1.0,0.277,0.48889,0.577,1.006,0.0153,16,66.88,0.1503,2.341,12.404,0.024,12.733,20.967,5.55,0.89975,3.3489742,1.82,0.821298,0.623,10.37416,2.3,23.147747,23.69858,0.0098,,,0.35669317428760766,ICE
Technology,0.21030001,0.06401,0.48443002,0.003,0.119849995,-0.338,0.836,0.03739,17,263.801,0.21405001,8.982,83.234,0.65,2.348,11.165,10.3,0.57884,5.0100865,4.18,1.103896,-0.335,1.4948095,2.07,12.056311,23.505585,0.0475,,0.08602165143097758,0.2885318047839611,IBM
Consumer Cyclical,0.14663,0.08198,0.30043,0.115,0.09019,3.239,2.106,0.04033,13,92.31,0.21531999,5.479,56.01,1.228,1.164,7.939,4.68,0.84373003,1.8277665,2.6,0.961558,3.235,0.802001,0.6,9.705128,10.002202,0.0382,,,0.14723032069970846,IP
Communication Services,0.19676,0.07997,0.24486999,0.157,0.16482,-0.155,1.009,0.053779997,12,159.659,0.23256001,6.324,22.541,0.96,2.037,10.352,2.61,1.03256,4.6518555,4.34,1.010909,-0.142,1.668808,0.82,14.360153,21.163183,0.028099999,,,0.04614049228098456,IPG
Basic Materials,0.21486,0.02498,0.36735,1.422,0.11963,0.013,1.993,0.02774,1,57.1,0.01825,2.64,47.708,0.816,5.043,23.47,5.29,0.95264,1.6579744,3.58,1.037402,1.282,3.5900679,6.71,26.381853,119.588684,0.0211,,0.07019005204121993,0.15711358179660712,IFF
Technology,0.28012,0.20277001,0.82689005,0.517,0.24396999,0.093,2.099,0.12802,20,25.758,0.27934,11.477,37.861,1.764,16.899,60.327,13.64,0.83087,13.675995,0.87,1.054025,0.152,13.371455,3.04,35.717007,64.26329,0.0044,,0.17419287864631994,0.3731963043703934,INTU
Healthcare,0.38052,0.30777,0.69117,0.302,0.32526,0.195,5.576,0.09475,14,,0.16475001,11.567,15.468,4.795,22.338,58.704,5.57,0.86388,9.18798,1.6,1.087792,0.212,19.10406,4.15,52.694794,63.283745,,,0.13654093245227605,0.2793456314243759,ISRG
Financial Services,0.27959,0.23639,0.33473998,0.082,0.24981001,1.02,7.67,0.03111,,13.774,0.12425,4.182,14.897,1.464,2.212,7.911,2.79,0.85552,0.9078789,1.54,1.196419,0.798,1.4576403,0.42,7.810036,8.612649,0.0324,,,0.07581405468126767,IVZ
Technology,0.30776,0.1833,0.47262,0.191,0.24112,1.121,7.94,0.07273,9,1.486,0.100659996,28.494,26.806,6.144,5.462,17.749,5.85,0.67541003,2.6865149,6.5,1.343376,1.118,5.1358747,1.09,23.6,28.354898,,,0.10568457030924676,0.15039925911366808,IPGP
Healthcare,0.17302,0.05666,0.33208,0.217,0.093310006,1.577,0.935,0.032980002,18,215.011,0.1312,8.239,70.703,0.817,4.594,26.554,10.15,0.90605,7.6713004,2.33,1.400519,1.584,3.302412,1.36,23.053204,59.554596,,,,0.15511928866977726,IQV
Real Estate,0.33969003,0.14482,0.57706,0.09,0.19632,0.769,0.695,0.038599998,8,1114.843,0.62629,0.558,15.193,0.573,5.955,17.53,1.65,0.80834997,14.472198,16.46,0.831168,0.763,3.2089462,5.25,29.49697,22.152935,0.048699997,,,0.22848235104056402,IRM
Industrials,0.12982,0.05895,0.16479,0.272,0.08158,0.593,1.377,0.094639994,22,51.127,0.24867001,5.043,108.138,1.199,1.996,15.374,8.18,0.74401003,7.046753,2.91,1.067012,0.592,1.8049107,1.32,23.971882,31.125395,0.0058,,,0.032642828524206684,JBHT
Technology,0.26068002,0.17964001,0.39977002,0.08,0.23111,0.159,1.142,0.11231,9,8.828,0.21934,0.598,23.951,0.785,7.251,27.814,5.15,0.92429,9.338037,4.82,0.600519,0.119,7.2638927,2.65,34.184467,40.92283,0.0105,,0.0620210723883462,0.10639138904292682,JKHY
Industrials,0.09543,0.03385,0.22233,0.019,0.07792,-0.481,1.337,0.05086,13,57.823,0.067389995,7.866,108.243,1.282,1.554,16.281,8.22,0.86996,2.673321,1.87,0.815064,-0.474,1.1316984,1.48,14.987834,38.548183,0.0058999998,,,0.14440638200160197,J
Healthcare,0.34803,0.22264,0.6827,0.104,0.26923,1.723,1.348,0.08842,18,46.946,0.30412,12.022,35.627,1.037,4.467,12.836,10.38,0.70384,6.218626,1.89,0.710591,1.725,4.6602144,2.13,15.992292,24.809446,0.026800001,,0.15690749133564383,0.2565609170887763,JNJ
Industrials,0.17618999,0.06917,0.3405,0.074,0.14049,-0.37,1.099,0.05025,,48.6,0.09365,1.897,33.028,0.778,2.77,15.721,3.5,0.91640997,2.6405425,1.72,1.095064,-0.39,1.9471203,1.4,18.694286,28.798414,0.016900001,,0.011619063714720297,0.18839783674159202,JCI
Financial Services,0.0,0.36925,0.0,-0.022,0.45828,-0.122,,0.01356,26,,0.16856001,479.681,43.322,,-2.529,,11.97,0.71874,1.7135081,0.92,1.11636,-0.143,3.4233027,1.06,12.361737,9.3598585,0.0277,,,0.5032468028541307,JPM
Technology,0.14604999,0.03233,0.58107,0.044,0.09708,-0.372,1.671,0.032449998,16,42.13,0.03367,4.128,14.29,1.291,2.55,17.462,1.96,0.958,2.5452387,2.99,0.866493,-0.389,2.3958719,2.12,17.510204,76.26667,0.0229,,0.21560819779082585,0.2631211896245304,JNPR
Consumer Defensive,0.16668,0.08858,0.33469,0.056,0.13364,-0.119,0.755,0.06366,20,204.091,0.33416998,1.437,41.654,0.431,2.143,12.859,4.16,0.86217004,6.4310193,8.36,0.586493,-0.118,1.575041,5.02,15.788463,17.906216,0.0355,,,0.2095134350036311,K
Financial Services,0.0,0.34092,0.0,0.262,0.43692002,0.575,,0.01432,18,,0.14532,4.541,7.891,,4.655,,2.03,0.85806,1.5081967,2.06,1.473766,0.507,3.1150181,0.67,12.463054,9.855863,0.031400003,,,0.594351279788173,KEY
Technology,0.28294,0.18093,0.62113,0.061,0.22364001,0.326,2.929,0.092089996,14,53.462,0.25250998,11.211,26.708,2.152,7.305,25.82,7.48,0.89542997,7.700972,3.47,0.960519,0.3,5.9265447,2.39,21.3877,33.468616,,,0.16413681441003847,0.23679417122040072,KEYS
Consumer Defensive,0.19635999,0.103360005,0.32933998,0.07,0.15784,0.007,0.775,0.11106,17,1268.741,3.16044,0.849,57.146,0.37,2.959,15.067,6.75,0.75565004,93.61506,4.32,0.502857,-0.006,2.2983103,-24.22,19.527407,22.409044,0.0318,,,0.18349007314524557,KMB
Real Estate,0.59470004,0.79679,0.68916,0.419,0.33813,,133.908,0.016970001,21,75.131,0.1233,0.784,2.629,133.908,18.991,31.935,0.67,0.93097997,1.5182791,5.04,1.507532,,12.447099,3.3,36.44776,12.095097,0.027,,,0.07989182270796763,KIM
Energy,0.42869,0.11464,0.50288,0.31,0.29294002,0.084,0.461,0.0396,22,103.76,0.056539997,0.101,6.756,0.285,4.661,10.872,1.03,0.56487,1.2667903,1.88,1.015064,0.088,2.5297406,1.71,16.572815,22.226562,0.0651,,,0.055384615384615386,KMI
Technology,0.41709998,0.36523998,0.60273,0.354,0.37233,1.587,2.435,0.16973,21,91.792,0.82329005,17.312,48.673,1.658,8.883,21.296,21.24,0.89779997,14.0569105,2.31,1.206753,1.54,7.2652674,1.04,16.838512,20.30026,0.0097,,0.1341989733959999,0.10571890753423964,KLAC
Consumer Defensive,0.25506002,0.08758,0.34428,-0.018,0.21989,0.209,1.13,0.03741,21,47.922,0.04646,1.855,21.455,0.5,2.557,10.025,2.64,0.77628,0.97324973,1.81,1.078961,0.228,1.8510623,-5.44,15.049242,21.383207,0.044299997,,0.004544586595379034,0.1208707275157533,KHC
Consumer Defensive,0.04093,0.0074699996,0.22830999,0.072,0.01947,-0.2,0.797,0.033570003,26,218.165,0.10453,3.112,180.649,0.25,0.377,9.22,3.39,0.82685,3.602109,3.74,0.446046,-0.235,0.2519601,2.02,13.705014,35.064148,0.0188,,,0.19519539917583661,KR
Industrials,0.20503001,0.0858,0.30225,-0.052,0.15057,0.204,1.536,0.047270004,,40.104,0.07521,5.738,88.474,1.186,2.695,13.142,13.68,0.83866996,2.3585439,1.49,0.874805,0.129,2.528167,,17.069443,31.076656,0.0191,,,0.15312740463889193,LHX
Healthcare,0.27973,0.16688,0.37515998,0.043,0.24764,-0.156,2.084,0.12939,14,60.08,0.29403,21.473,170.402,1.769,1.937,6.926,17.5,0.9146,2.518046,3.15,1.013506,-0.165,1.5991622,-1.18,15.807429,9.814098,,,,0.11961226168759166,LH
Technology,0.33055001,0.27072,0.46186,0.355,0.31061,0.479,3.269,0.19974001,26,85.83,0.7589,32.753,110.375,2.349,6.388,19.325,36.65,0.84265,13.86819,1.34,1.174025,0.433,5.12304,1.28,15.639836,19.372719,0.0084,,0.10210533872550193,0.05673912820530352,LRCX
Consumer Defensive,0.1557,0.06827,0.20337999,0.129,0.10731,-0.672,2.669,0.06007,7,645.461,0.68027,5.406,25.844,1.832,2.964,19.038,2.7,0.87281,23.185234,0.89,0.707532,-0.666,2.619001,3.68,25.125925,38.765713,0.0155,,0.0035141246015963387,0.09169413495328121,LW
Consumer Cyclical,0.05312,-0.23143,0.53389,0.922,-0.18909,,2.102,-0.02841,15,598.394,-0.54235,2.152,6.431,0.728,8.702,163.806,0.93,0.373,16.183207,1.15,1.486233,,6.923028,-0.12,47.870968,,,,,0.3693244739756368,LVS
